keyword	proto_id	path	depth	const_index	decoded
map_init	39	0.32	1	4	map_init
AddCha	39	0.32	1	6	map_addchar
AddSceneObj	39	0.32	1	7	map_addsceneobj
map_init	40	0.32.0	2	3	map_init_allregion
AddSceneObj	40	0.32.0	2	9	map_addsceneobj
AddCha	40	0.32.0	2	10	map_addchar
AddCha	42	0.32.2	2	0	AddCha
AddSceneObj	43	0.32.3	2	0	AddSceneObj
出兵	50	0.32.10	2	14	快速出兵
NPC	51	0.33	1	51	sNpc_exp
npc	51	0.33	1	51	sNpc_exp
NPC	51	0.33	1	52	nNpc_exp
npc	51	0.33	1	52	nNpc_exp
NPC	51	0.33	1	53	dNpc_exp
npc	51	0.33	1	53	dNpc_exp
map_init	51	0.33	1	62	tgr_map_init
怪物	51	0.33	1	236	怪物属性由以上数据自动生成。
怪物	51	0.33	1	641	下波怪物将在5秒后刷出
怪物	51	0.33	1	762	，击杀怪物金钱加成
AddCha	57	0.33.5	2	8	AddCha
CONTROL_PLAYER	57	0.33.5	2	21	CONTROL_PLAYER
CONTROL_PLAYER	58	0.33.6	2	3	CONTROL_PLAYER
CONTROL_PLAYER	102	0.33.50	2	0	CONTROL_PLAYER
CONTROL_PLAYER	106	0.33.54	2	4	CONTROL_PLAYER
CONTROL_PLAYER	121	0.33.69	2	11	CONTROL_PLAYER
AddCha	131	0.33.79	2	0	AddCha
CONTROL_PLAYER	134	0.33.82	2	3	CONTROL_PLAYER
CONTROL_PLAYER	138	0.33.86	2	3	CONTROL_PLAYER
CONTROL_PLAYER	142	0.33.90	2	3	CONTROL_PLAYER
CONTROL_PLAYER	146	0.33.94	2	3	CONTROL_PLAYER
CONTROL_PLAYER	150	0.33.98	2	3	CONTROL_PLAYER
CONTROL_PLAYER	156	0.33.104	2	0	CONTROL_PLAYER
AddCha	161	0.33.109	2	12	AddCha
AddCha	165	0.33.113	2	0	AddCha
AddCha	169	0.33.117	2	6	AddCha
AddCha	179	0.33.127	2	6	AddCha
AddCha	181	0.33.129	2	6	AddCha
AddCha	183	0.33.131	2	6	AddCha
AddCha	185	0.33.133	2	6	AddCha
AddCha	187	0.33.135	2	6	AddCha
AddCha	189	0.33.137	2	6	AddCha
AddCha	191	0.33.139	2	6	AddCha
AddCha	193	0.33.141	2	6	AddCha
AddCha	225	0.33.173	2	0	AddCha
AddCha	227	0.33.175	2	11	AddCha
AddCha	229	0.33.177	2	13	AddCha
AddCha	233	0.33.181	2	19	TriggerAddChaFromCoordinate
CONTROL_PLAYER	294	0.33.242	2	3	CONTROL_PLAYER
AddCha	297	0.33.245	2	0	AddCha
AddCha	297	0.33.245	2	9	AddChaPoint
AddCha	309	0.33.257	2	11	AddCha
AddCha	311	0.33.259	2	0	AddCha
AddCha	311	0.33.259	2	9	AddChaPoint
AddCha	315	0.33.263	2	0	AddCha
AddCha	315	0.33.263	2	12	AddChaPoint
AddCha	333	0.33.281	2	7	AddCha
CONTROL_PLAYER	341	0.33.289	2	5	CONTROL_PLAYER
CONTROL_PLAYER	343	0.33.291	2	5	CONTROL_PLAYER
AddCha	359	0.33.307	2	7	AddCha
CONTROL_PLAYER	361	0.33.309	2	5	CONTROL_PLAYER
CONTROL_PLAYER	363	0.33.311	2	5	CONTROL_PLAYER
CONTROL_PLAYER	380	0.33.328	2	0	CONTROL_PLAYER
CONTROL_PLAYER	392	0.33.340	2	0	CONTROL_PLAYER
AddCha	393	0.33.341	2	13	AddCha
CONTROL_PLAYER	394	0.33.342	2	3	CONTROL_PLAYER
CONTROL_PLAYER	396	0.33.344	2	0	CONTROL_PLAYER
AddCha	397	0.33.345	2	13	AddCha
CONTROL_PLAYER	446	0.33.394	2	0	CONTROL_PLAYER
CONTROL_PLAYER	448	0.33.396	2	0	CONTROL_PLAYER
CONTROL_PLAYER	450	0.33.398	2	0	CONTROL_PLAYER
CONTROL_PLAYER	456	0.33.404	2	0	CONTROL_PLAYER
AddCha	479	0.33.427	2	7	AddCha
AddCha	479	0.33.427	2	16	AddChaPoint
AddCha	481	0.33.429	2	7	AddCha
AddCha	481	0.33.429	2	16	AddChaPoint
CONTROL_PLAYER	490	0.33.438	2	0	CONTROL_PLAYER
CONTROL_PLAYER	492	0.33.440	2	0	CONTROL_PLAYER
CONTROL_PLAYER	494	0.33.442	2	0	CONTROL_PLAYER
CONTROL_PLAYER	496	0.33.444	2	0	CONTROL_PLAYER
AddCha	499	0.33.447	2	4	AddCha
CONTROL_PLAYER	500	0.33.448	2	0	CONTROL_PLAYER
AddCha	505	0.33.453	2	14	AddChaPoint
boss	505	0.33.453	2	27	[系统]：终极BOSS-九幽魔王前来进攻星雨阁!
AddCha	507	0.33.455	2	28	AddCha
AddCha	509	0.33.457	2	25	AddCha
AddCha	523	0.33.471	2	27	AddCha
AddCha	525	0.33.473	2	23	AddCha
AddCha	527	0.33.475	2	27	AddCha
怪物	529	0.33.477	2	11	[提示]：怪物的生命值＝(平均生命加平均魔法)
CONTROL_PLAYER	531	0.33.479	2	8	CONTROL_PLAYER
AddCha	533	0.33.481	2	0	AddCha
CONTROL_PLAYER	536	0.33.484	2	0	CONTROL_PLAYER
AddCha	551	0.33.499	2	0	AddCha
AddCha	557	0.33.505	2	0	AddCha
CONTROL_PLAYER	592	0.33.540	2	4	CONTROL_PLAYER
CONTROL_PLAYER	656	0.33.604	2	4	CONTROL_PLAYER
CONTROL_PLAYER	676	0.33.624	2	0	CONTROL_PLAYER
AddCha	685	0.33.633	2	0	AddCha
AddCha	685	0.33.633	2	9	AddChaPoint
CONTROL_PLAYER	694	0.33.642	2	3	CONTROL_PLAYER
boss	707	0.33.655	2	25	-----------------------\n九幽魔王(终极BOSS)\n-----------------------\n[提示]：魔王的属性与玩家属性和数量有关。\n[提示]：魔王的属性会根据玩家属性实时增加。\n[提示]：每种魔王的技能不一样。
AddCha	729	0.33.677	2	0	AddCha
AddCha	729	0.33.677	2	9	AddChaPoint
CONTROL_PLAYER	754	0.33.702	2	0	CONTROL_PLAYER
CONTROL_PLAYER	756	0.33.704	2	0	CONTROL_PLAYER
CONTROL_PLAYER	758	0.33.706	2	0	CONTROL_PLAYER
CONTROL_PLAYER	760	0.33.708	2	0	CONTROL_PLAYER
CONTROL_PLAYER	762	0.33.710	2	0	CONTROL_PLAYER
AddCha	777	0.33.725	2	0	AddCha
AddCha	779	0.33.727	2	0	AddCha
AddCha	779	0.33.727	2	9	AddChaPoint
AddCha	819	0.33.767	2	0	AddCha
AddCha	819	0.33.767	2	9	AddChaPoint
AddCha	821	0.33.769	2	0	AddCha
AddCha	821	0.33.769	2	9	AddChaPoint
AddCha	823	0.33.771	2	0	AddCha
AddCha	823	0.33.771	2	12	AddChaPoint
AddCha	827	0.33.775	2	7	AddCha
AddCha	827	0.33.775	2	16	AddChaPoint
AddCha	829	0.33.777	2	7	AddCha
AddCha	829	0.33.777	2	16	AddChaPoint
AddCha	831	0.33.779	2	0	AddCha
AddCha	831	0.33.779	2	9	AddChaPoint
AddCha	833	0.33.781	2	0	AddCha
AddCha	833	0.33.781	2	9	AddChaPoint
AddCha	835	0.33.783	2	0	AddCha
AddCha	835	0.33.783	2	9	AddChaPoint
AddCha	837	0.33.785	2	14	AddChaPoint
boss	837	0.33.785	2	27	[系统]：终极BOSS-九幽魔王前来进攻星雨阁!
CONTROL_PLAYER	856	0.33.804	2	0	CONTROL_PLAYER
CONTROL_PLAYER	858	0.33.806	2	0	CONTROL_PLAYER
CONTROL_PLAYER	860	0.33.808	2	16	CONTROL_PLAYER
CONTROL_PLAYER	862	0.33.810	2	0	CONTROL_PLAYER
CONTROL_PLAYER	864	0.33.812	2	0	CONTROL_PLAYER
CONTROL_PLAYER	902	0.33.850	2	14	CONTROL_PLAYER
CONTROL_PLAYER	924	0.33.872	2	0	CONTROL_PLAYER
boss	943	0.33.891	2	38	击杀10个BOSS或200个小兵提升1级，最高10级。
AddCha	953	0.33.901	2	4	AddCha
AddCha	977	0.33.925	2	16	AddCha
AddCha	979	0.33.927	2	8	AddCha
AddCha	981	0.33.929	2	0	AddCha
AddCha	981	0.33.929	2	12	AddChaPoint
AddCha	983	0.33.931	2	33	AddCha
AddCha	983	0.33.931	2	41	AddChaPoint
CONTROL_PLAYER	984	0.33.932	2	0	CONTROL_PLAYER
AddCha	989	0.33.937	2	33	AddCha
AddCha	989	0.33.937	2	41	AddChaPoint
AddCha	993	0.33.941	2	5	AddCha
AddCha	1003	0.33.951	2	12	AddCha
CONTROL_PLAYER	1010	0.33.958	2	4	CONTROL_PLAYER
boss	1011	0.33.959	2	27	击杀10个BOSS或200个小兵提升1级，最高10级，死亡等级减半。
CONTROL_PLAYER	1012	0.33.960	2	4	CONTROL_PLAYER
CONTROL_PLAYER	1018	0.33.966	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1020	0.33.968	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1024	0.33.972	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1026	0.33.974	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1038	0.33.986	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1042	0.33.990	2	3	CONTROL_PLAYER
CONTROL_PLAYER	1044	0.33.992	2	3	CONTROL_PLAYER
CONTROL_PLAYER	1048	0.33.996	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1058	0.33.1006	2	3	CONTROL_PLAYER
CONTROL_PLAYER	1080	0.33.1028	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1084	0.33.1032	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1086	0.33.1034	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1088	0.33.1036	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1090	0.33.1038	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1092	0.33.1040	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1094	0.33.1042	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1109	0.33.1057	2	4	CONTROL_PLAYER
CONTROL_PLAYER	1110	0.33.1058	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1178	0.33.1126	2	3	CONTROL_PLAYER
CONTROL_PLAYER	1180	0.33.1128	2	3	CONTROL_PLAYER
CONTROL_PLAYER	1190	0.33.1138	2	4	CONTROL_PLAYER
CONTROL_PLAYER	1200	0.33.1148	2	4	CONTROL_PLAYER
CONTROL_PLAYER	1225	0.33.1173	2	9	CONTROL_PLAYER
赞助	1235	0.33.1183	2	29	赞助专属装备：\n1：携带【龙纹镜】击杀【羡羡兽】可获得〖天空之镜〗\n2：携带【落日弓】击杀【呆呆象】可获得〖幻月〗\n3：携带【青锋剑】击杀【背背熊】可获得〖凌风〗
专属	1235	0.33.1183	2	29	赞助专属装备：\n1：携带【龙纹镜】击杀【羡羡兽】可获得〖天空之镜〗\n2：携带【落日弓】击杀【呆呆象】可获得〖幻月〗\n3：携带【青锋剑】击杀【背背熊】可获得〖凌风〗
赞助	1263	0.33.1211	2	20	提醒：只有赞助大使才能购买射程！
赞助大使	1263	0.33.1211	2	20	提醒：只有赞助大使才能购买射程！
大使	1263	0.33.1211	2	20	提醒：只有赞助大使才能购买射程！
CONTROL_PLAYER	1264	0.33.1212	2	3	CONTROL_PLAYER
CONTROL_PLAYER	1270	0.33.1218	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1272	0.33.1220	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1275	0.33.1223	2	6	CONTROL_PLAYER
CONTROL_PLAYER	1285	0.33.1233	2	26	CONTROL_PLAYER
CONTROL_PLAYER	1304	0.33.1252	2	0	CONTROL_PLAYER
CONTROL_PLAYER	1306	0.33.1254	2	0	CONTROL_PLAYER
AddCha	1315	0.33.1263	2	2	AddCha
AddCha	1319	0.33.1267	2	0	AddCha
AddCha	1323	0.33.1271	2	0	AddCha
AddCha	1325	0.33.1273	2	0	AddCha
AddCha	1327	0.33.1275	2	9	AddCha
boss	1329	0.33.1277	2	9	小朋友不要乱拉BOSS，踩到花花草草就不好啦！
赞助	1339	0.33.1287	2	1	-----------------------\n【赞助大使特权】\n1：可以选赞助专属英雄\n2：可以用木头购买射程属性\n3：英雄死亡不掉战神等级
赞助大使	1339	0.33.1287	2	1	-----------------------\n【赞助大使特权】\n1：可以选赞助专属英雄\n2：可以用木头购买射程属性\n3：英雄死亡不掉战神等级
大使	1339	0.33.1287	2	1	-----------------------\n【赞助大使特权】\n1：可以选赞助专属英雄\n2：可以用木头购买射程属性\n3：英雄死亡不掉战神等级
特权	1339	0.33.1287	2	1	-----------------------\n【赞助大使特权】\n1：可以选赞助专属英雄\n2：可以用木头购买射程属性\n3：英雄死亡不掉战神等级
专属	1339	0.33.1287	2	1	-----------------------\n【赞助大使特权】\n1：可以选赞助专属英雄\n2：可以用木头购买射程属性\n3：英雄死亡不掉战神等级
