id	path	depth	start	end	size	source	line_defined	last_line_defined	ncode	nconst	nchild	maxstack	nloc	nupv	top_globals_get	top_globals_set	top_ops
224	0.33.172	2	0x1312295	0x13122d5	64	10002_data03.o	6563	6565	3	0	0	2	0	0	[]	[]	"{""LOADBOOL"": 1, ""RETURN"": 2}"
225	0.33.173	2	0x13122d5	0x1312662	909	10002_data03.o	6567	6616	72	18	0	14	8	0	"[[""AddCha"", 8]]"	[]	"{""GETGLOBAL"": 8, ""LOADK"": 40, ""CALL"": 8, ""MOVE"": 8, ""LOADNIL"": 7, ""RETURN"": 1}"
226	0.33.174	2	0x1312662	0x13126a2	64	10002_data03.o	6630	6632	3	0	0	2	0	0	[]	[]	"{""LOADBOOL"": 1, ""RETURN"": 2}"
227	0.33.175	2	0x13126a2	0x1312d2c	1674	10002_data03.o	6634	6711	137	24	0	13	16	0	"[[""tgr_cha"", 12], [""TriggerCheckChatypeID"", 4], [""TriggerSetDialogBubble"", 4], [""objGetPos"", 4], [""AddCha"", 4]]"	[]	"{""LOADK"": 48, ""EQ"": 8, ""JMP"": 16, ""GETGLOBAL"": 28, ""CALL"": 16, ""TEST"": 4, ""LOADNIL"": 4, ""MOVE"": 12, ""RETURN"": 1}"
228	0.33.176	2	0x1312d2c	0x1312e37	267	10002_data03.o	6725	6733	19	5	0	2	0	0	"[[""tgr_NormalAtkObj"", 2], [""objGetSubType"", 1], [""cha_GetPType"", 1]]"	[]	"{""GETGLOBAL"": 4, ""GETTABLE"": 2, ""CALL"": 2, ""EQ"": 2, ""JMP"": 2, ""LOADBOOL"": 3, ""RETURN"": 4}"
229	0.33.177	2	0x1312e37	0x131406c	4661	10002_data03.o	6735	6992	433	59	0	15	32	0	"[[""_template_data_0001"", 40], [""tgr_NormalAtkObj"", 16], [""TriggerCheckChatypeID"", 8], [""TriggerGetPropertyValue"", 8], [""AddCha"", 8]]"	[]	"{""LOADK"": 104, ""EQ"": 40, ""JMP"": 64, ""GETGLOBAL"": 80, ""GETTABLE"": 40, ""CALL"": 24, ""TEST"": 8, ""LT"": 8, ""SETTABLE"": 16, ""LOADNIL"": 8, ""MOVE"": 8, ""MUL"": 16, ""ADD"": 16, ""RETURN"": 1}"
230	0.33.178	2	0x131406c	0x13140ac	64	10002_data03.o	7006	7008	3	0	0	2	0	0	[]	[]	"{""LOADBOOL"": 1, ""RETURN"": 2}"
231	0.33.179	2	0x13140ac	0x1314e50	3492	10002_data03.o	7010	7203	385	23	0	13	8	0	"[[""tgr_cha"", 48], [""TriggerAddUnitAttr"", 40], [""_template_data_0001"", 40], [""TriggerCheckChatypeID"", 8]]"	[]	"{""LOADK"": 104, ""EQ"": 16, ""JMP"": 32, ""GETGLOBAL"": 136, ""CALL"": 48, ""TEST"": 8, ""GETTABLE"": 40, ""RETURN"": 1}"
232	0.33.180	2	0x1314e50	0x1314e90	64	10002_data03.o	7217	7219	3	0	0	2	0	0	[]	[]	"{""LOADBOOL"": 1, ""RETURN"": 2}"
233	0.33.181	2	0x1314e90	0x1316501	5745	10002_data03.o	7221	7446	649	36	0	14	8	0	"[[""_template_data_0001"", 96], [""type"", 40], [""tgr_GetRandomNum"", 16], [""TriggerCheckChatypeID"", 8], [""tgr_cha"", 8], [""TriggerAddChaFromCoordinate"", 8]]"	[]	"{""LOADK"": 104, ""EQ"": 56, ""JMP"": 88, ""GETGLOBAL"": 176, ""CALL"": 72, ""TEST"": 24, ""SETTABLE"": 32, ""GETTABLE"": 96, ""RETURN"": 1}"
234	0.33.182	2	0x1316501	0x13165a2	161	10002_data03.o	7460	7465	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
235	0.33.183	2	0x13165a2	0x13167b8	534	10002_data03.o	7467	7479	46	12	0	4	0	0	"[[""lua_ChaBindRegion"", 9], [""tgr_cha"", 9]]"	[]	"{""GETGLOBAL"": 18, ""LOADK"": 18, ""CALL"": 9, ""RETURN"": 1}"
236	0.33.184	2	0x13167b8	0x13167f8	64	10002_data03.o	7493	7495	3	0	0	2	0	0	[]	[]	"{""LOADBOOL"": 1, ""RETURN"": 2}"
237	0.33.185	2	0x13167f8	0x1316fa9	1969	10002_data03.o	7497	7618	201	18	0	8	8	0	"[[""_template_data_0001"", 20], [""TriggerSetTgrOnOff"", 8], [""_template_data_0000"", 8]]"	[]	"{""LOADK"": 32, ""EQ"": 24, ""JMP"": 52, ""GETGLOBAL"": 36, ""GETTABLE"": 28, ""LE"": 20, ""CALL"": 8, ""RETURN"": 1}"
238	0.33.186	2	0x1316fa9	0x1316fe9	64	10002_data03.o	7632	7634	3	0	0	2	0	0	[]	[]	"{""LOADBOOL"": 1, ""RETURN"": 2}"
239	0.33.187	2	0x1316fe9	0x131756d	1412	10002_data03.o	7636	7693	101	17	0	15	18	0	"[[""_template_data_0001"", 6], [""table"", 2], [""objGetUniqueID"", 2], [""TriggerCheckChatypeID"", 2], [""TriggerCastSkillArea"", 2]]"	[]	"{""GETGLOBAL"": 14, ""GETTABLE"": 16, ""CALL"": 8, ""LT"": 2, ""JMP"": 16, ""LOADK"": 20, ""MOVE"": 8, ""FORPREP"": 2, ""TEST"": 4, ""EQ"": 8, ""FORLOOP"": 2, ""RETURN"": 1}"
240	0.33.188	2	0x131756d	0x13175ad	64	10002_data03.o	7707	7709	3	0	0	2	0	0	[]	[]	"{""LOADBOOL"": 1, ""RETURN"": 2}"
241	0.33.189	2	0x13175ad	0x1317b31	1412	10002_data03.o	7711	7768	101	17	0	15	18	0	"[[""_template_data_0001"", 6], [""table"", 2], [""objGetUniqueID"", 2], [""TriggerCheckChatypeID"", 2], [""TriggerCastSkillArea"", 2]]"	[]	"{""GETGLOBAL"": 14, ""GETTABLE"": 16, ""CALL"": 8, ""LT"": 2, ""JMP"": 16, ""LOADK"": 20, ""MOVE"": 8, ""FORPREP"": 2, ""TEST"": 4, ""EQ"": 8, ""FORLOOP"": 2, ""RETURN"": 1}"
242	0.33.190	2	0x1317b31	0x1317b71	64	10002_data03.o	7782	7784	3	0	0	2	0	0	[]	[]	"{""LOADBOOL"": 1, ""RETURN"": 2}"
243	0.33.191	2	0x1317b71	0x13180f5	1412	10002_data03.o	7786	7843	101	17	0	15	18	0	"[[""_template_data_0001"", 6], [""table"", 2], [""objGetUniqueID"", 2], [""TriggerCheckChatypeID"", 2], [""TriggerCastSkillArea"", 2]]"	[]	"{""GETGLOBAL"": 14, ""GETTABLE"": 16, ""CALL"": 8, ""LT"": 2, ""JMP"": 16, ""LOADK"": 20, ""MOVE"": 8, ""FORPREP"": 2, ""TEST"": 4, ""EQ"": 8, ""FORLOOP"": 2, ""RETURN"": 1}"
244	0.33.192	2	0x13180f5	0x1318196	161	10002_data03.o	7857	7862	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
245	0.33.193	2	0x1318196	0x131852a	916	10002_data03.o	7864	7906	60	11	0	15	12	0	"[[""_template_data_0001"", 5], [""sceGetAIChaNum"", 1], [""sceGetAICha"", 1], [""TriggerCheckChatypeID"", 1], [""tgr_RemoveUnit"", 1]]"	[]	"{""LOADK"": 12, ""GETGLOBAL"": 9, ""GETTABLE"": 3, ""MUL"": 4, ""ADD"": 4, ""SETTABLE"": 2, ""EQ"": 6, ""JMP"": 8, ""CALL"": 4, ""SUB"": 1, ""FORPREP"": 1, ""MOVE"": 3, ""TEST"": 1, ""FORLOOP"": 1, ""RETURN"": 1}"
246	0.33.194	2	0x131852a	0x13185cb	161	10002_data03.o	7920	7925	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
247	0.33.195	2	0x13185cb	0x131895f	916	10002_data03.o	7927	7969	60	11	0	15	12	0	"[[""_template_data_0001"", 5], [""sceGetAIChaNum"", 1], [""sceGetAICha"", 1], [""TriggerCheckChatypeID"", 1], [""tgr_RemoveUnit"", 1]]"	[]	"{""LOADK"": 12, ""GETGLOBAL"": 9, ""GETTABLE"": 3, ""MUL"": 4, ""ADD"": 4, ""SETTABLE"": 2, ""EQ"": 6, ""JMP"": 8, ""CALL"": 4, ""SUB"": 1, ""FORPREP"": 1, ""MOVE"": 3, ""TEST"": 1, ""FORLOOP"": 1, ""RETURN"": 1}"
248	0.33.196	2	0x131895f	0x1318a00	161	10002_data03.o	7983	7988	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
249	0.33.197	2	0x1318a00	0x1318d94	916	10002_data03.o	7990	8032	60	11	0	15	12	0	"[[""_template_data_0001"", 5], [""sceGetAIChaNum"", 1], [""sceGetAICha"", 1], [""TriggerCheckChatypeID"", 1], [""tgr_RemoveUnit"", 1]]"	[]	"{""LOADK"": 12, ""GETGLOBAL"": 9, ""GETTABLE"": 3, ""MUL"": 4, ""ADD"": 4, ""SETTABLE"": 2, ""EQ"": 6, ""JMP"": 8, ""CALL"": 4, ""SUB"": 1, ""FORPREP"": 1, ""MOVE"": 3, ""TEST"": 1, ""FORLOOP"": 1, ""RETURN"": 1}"
250	0.33.198	2	0x1318d94	0x1318e35	161	10002_data03.o	8046	8051	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
251	0.33.199	2	0x1318e35	0x13191c9	916	10002_data03.o	8053	8095	60	11	0	15	12	0	"[[""_template_data_0001"", 5], [""sceGetAIChaNum"", 1], [""sceGetAICha"", 1], [""TriggerCheckChatypeID"", 1], [""tgr_RemoveUnit"", 1]]"	[]	"{""LOADK"": 12, ""GETGLOBAL"": 9, ""GETTABLE"": 3, ""MUL"": 4, ""ADD"": 4, ""SETTABLE"": 2, ""EQ"": 6, ""JMP"": 8, ""CALL"": 4, ""SUB"": 1, ""FORPREP"": 1, ""MOVE"": 3, ""TEST"": 1, ""FORLOOP"": 1, ""RETURN"": 1}"
252	0.33.200	2	0x13191c9	0x131926a	161	10002_data03.o	8109	8114	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
253	0.33.201	2	0x131926a	0x13195fe	916	10002_data03.o	8116	8158	60	11	0	15	12	0	"[[""_template_data_0001"", 5], [""sceGetAIChaNum"", 1], [""sceGetAICha"", 1], [""TriggerCheckChatypeID"", 1], [""tgr_RemoveUnit"", 1]]"	[]	"{""LOADK"": 12, ""GETGLOBAL"": 9, ""GETTABLE"": 3, ""MUL"": 4, ""ADD"": 4, ""SETTABLE"": 2, ""EQ"": 6, ""JMP"": 8, ""CALL"": 4, ""SUB"": 1, ""FORPREP"": 1, ""MOVE"": 3, ""TEST"": 1, ""FORLOOP"": 1, ""RETURN"": 1}"
254	0.33.202	2	0x13195fe	0x131969f	161	10002_data03.o	8172	8177	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
255	0.33.203	2	0x131969f	0x1319a33	916	10002_data03.o	8179	8221	60	11	0	15	12	0	"[[""_template_data_0001"", 5], [""sceGetAIChaNum"", 1], [""sceGetAICha"", 1], [""TriggerCheckChatypeID"", 1], [""tgr_RemoveUnit"", 1]]"	[]	"{""LOADK"": 12, ""GETGLOBAL"": 9, ""GETTABLE"": 3, ""MUL"": 4, ""ADD"": 4, ""SETTABLE"": 2, ""EQ"": 6, ""JMP"": 8, ""CALL"": 4, ""SUB"": 1, ""FORPREP"": 1, ""MOVE"": 3, ""TEST"": 1, ""FORLOOP"": 1, ""RETURN"": 1}"
256	0.33.204	2	0x1319a33	0x1319ad4	161	10002_data03.o	8235	8240	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
257	0.33.205	2	0x1319ad4	0x1319e68	916	10002_data03.o	8242	8284	60	11	0	15	12	0	"[[""_template_data_0001"", 5], [""sceGetAIChaNum"", 1], [""sceGetAICha"", 1], [""TriggerCheckChatypeID"", 1], [""tgr_RemoveUnit"", 1]]"	[]	"{""LOADK"": 12, ""GETGLOBAL"": 9, ""GETTABLE"": 3, ""MUL"": 4, ""ADD"": 4, ""SETTABLE"": 2, ""EQ"": 6, ""JMP"": 8, ""CALL"": 4, ""SUB"": 1, ""FORPREP"": 1, ""MOVE"": 3, ""TEST"": 1, ""FORLOOP"": 1, ""RETURN"": 1}"
258	0.33.206	2	0x1319e68	0x1319f09	161	10002_data03.o	8298	8303	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
259	0.33.207	2	0x1319f09	0x131a29d	916	10002_data03.o	8305	8347	60	11	0	15	12	0	"[[""_template_data_0001"", 5], [""sceGetAIChaNum"", 1], [""sceGetAICha"", 1], [""TriggerCheckChatypeID"", 1], [""tgr_RemoveUnit"", 1]]"	[]	"{""LOADK"": 12, ""GETGLOBAL"": 9, ""GETTABLE"": 3, ""MUL"": 4, ""ADD"": 4, ""SETTABLE"": 2, ""EQ"": 6, ""JMP"": 8, ""CALL"": 4, ""SUB"": 1, ""FORPREP"": 1, ""MOVE"": 3, ""TEST"": 1, ""FORLOOP"": 1, ""RETURN"": 1}"
260	0.33.208	2	0x131a29d	0x131a33e	161	10002_data03.o	8361	8366	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
261	0.33.209	2	0x131a33e	0x131a41a	220	10002_data03.o	8368	8376	11	4	0	5	2	0	"[[""_template_data_0001"", 2]]"	[]	"{""LOADK"": 2, ""GETGLOBAL"": 2, ""GETTABLE"": 1, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""RETURN"": 1}"
262	0.33.210	2	0x131a41a	0x131a4bb	161	10002_data03.o	8390	8395	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
263	0.33.211	2	0x131a4bb	0x131a597	220	10002_data03.o	8397	8405	11	4	0	5	2	0	"[[""_template_data_0001"", 2]]"	[]	"{""LOADK"": 2, ""GETGLOBAL"": 2, ""GETTABLE"": 1, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""RETURN"": 1}"
264	0.33.212	2	0x131a597	0x131a638	161	10002_data03.o	8419	8424	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
265	0.33.213	2	0x131a638	0x131a714	220	10002_data03.o	8426	8434	11	4	0	5	2	0	"[[""_template_data_0001"", 2]]"	[]	"{""LOADK"": 2, ""GETGLOBAL"": 2, ""GETTABLE"": 1, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""RETURN"": 1}"
266	0.33.214	2	0x131a714	0x131a7b5	161	10002_data03.o	8448	8453	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
267	0.33.215	2	0x131a7b5	0x131a891	220	10002_data03.o	8455	8463	11	4	0	5	2	0	"[[""_template_data_0001"", 2]]"	[]	"{""LOADK"": 2, ""GETGLOBAL"": 2, ""GETTABLE"": 1, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""RETURN"": 1}"
268	0.33.216	2	0x131a891	0x131a932	161	10002_data03.o	8477	8482	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
269	0.33.217	2	0x131a932	0x131aa0e	220	10002_data03.o	8484	8492	11	4	0	5	2	0	"[[""_template_data_0001"", 2]]"	[]	"{""LOADK"": 2, ""GETGLOBAL"": 2, ""GETTABLE"": 1, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""RETURN"": 1}"
270	0.33.218	2	0x131aa0e	0x131aaaf	161	10002_data03.o	8506	8511	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
271	0.33.219	2	0x131aaaf	0x131ab8b	220	10002_data03.o	8513	8521	11	4	0	5	2	0	"[[""_template_data_0001"", 2]]"	[]	"{""LOADK"": 2, ""GETGLOBAL"": 2, ""GETTABLE"": 1, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""RETURN"": 1}"
272	0.33.220	2	0x131ab8b	0x131ac2c	161	10002_data03.o	8535	8540	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
273	0.33.221	2	0x131ac2c	0x131ad08	220	10002_data03.o	8542	8550	11	4	0	5	2	0	"[[""_template_data_0001"", 2]]"	[]	"{""LOADK"": 2, ""GETGLOBAL"": 2, ""GETTABLE"": 1, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""RETURN"": 1}"
274	0.33.222	2	0x131ad08	0x131ada9	161	10002_data03.o	8564	8569	10	3	0	2	0	0	"[[""objGetSubType"", 1], [""tgr_cha"", 1]]"	[]	"{""GETGLOBAL"": 2, ""CALL"": 1, ""EQ"": 1, ""JMP"": 1, ""LOADBOOL"": 2, ""RETURN"": 3}"
275	0.33.223	2	0x131ada9	0x131ae85	220	10002_data03.o	8571	8579	11	4	0	5	2	0	"[[""_template_data_0001"", 2]]"	[]	"{""LOADK"": 2, ""GETGLOBAL"": 2, ""GETTABLE"": 1, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""RETURN"": 1}"
276	0.33.224	2	0x131ae85	0x131af71	236	10002_data03.o	8593	8601	17	4	0	2	0	0	"[[""tgr_cha"", 2], [""objGetSubType"", 1], [""objGetControl"", 1]]"	[]	"{""GETGLOBAL"": 4, ""CALL"": 2, ""EQ"": 2, ""JMP"": 2, ""LOADBOOL"": 3, ""RETURN"": 4}"
277	0.33.225	2	0x131af71	0x131b1c7	598	10002_data03.o	8603	8631	38	13	0	7	3	0	"[[""_template_data_0001"", 4], [""TriggerGetChaToPara"", 1], [""tgr_cha"", 1], [""TriggerSetTgrOnOff"", 1], [""_template_data_0000"", 1], [""tgr_SetPlayerCamera"", 1]]"	[]	"{""LOADK"": 9, ""GETGLOBAL"": 9, ""GETTABLE"": 4, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""CALL"": 3, ""EQ"": 3, ""JMP"": 4, ""RETURN"": 1}"
278	0.33.226	2	0x131b1c7	0x131b2bc	245	10002_data03.o	8645	8653	17	5	0	2	0	0	"[[""tgr_cha"", 2], [""objGetSubType"", 1], [""objGetControl"", 1]]"	[]	"{""GETGLOBAL"": 4, ""CALL"": 2, ""EQ"": 2, ""JMP"": 2, ""LOADBOOL"": 3, ""RETURN"": 4}"
279	0.33.227	2	0x131b2bc	0x131b51b	607	10002_data03.o	8655	8683	38	14	0	7	3	0	"[[""_template_data_0001"", 4], [""TriggerGetChaToPara"", 1], [""tgr_cha"", 1], [""TriggerSetTgrOnOff"", 1], [""_template_data_0000"", 1], [""tgr_SetPlayerCamera"", 1]]"	[]	"{""LOADK"": 9, ""GETGLOBAL"": 9, ""GETTABLE"": 4, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""CALL"": 3, ""EQ"": 3, ""JMP"": 4, ""RETURN"": 1}"
280	0.33.228	2	0x131b51b	0x131b610	245	10002_data03.o	8697	8705	17	5	0	2	0	0	"[[""tgr_cha"", 2], [""objGetSubType"", 1], [""objGetControl"", 1]]"	[]	"{""GETGLOBAL"": 4, ""CALL"": 2, ""EQ"": 2, ""JMP"": 2, ""LOADBOOL"": 3, ""RETURN"": 4}"
281	0.33.229	2	0x131b610	0x131b86f	607	10002_data03.o	8707	8735	38	14	0	7	3	0	"[[""_template_data_0001"", 4], [""TriggerGetChaToPara"", 1], [""tgr_cha"", 1], [""TriggerSetTgrOnOff"", 1], [""_template_data_0000"", 1], [""tgr_SetPlayerCamera"", 1]]"	[]	"{""LOADK"": 9, ""GETGLOBAL"": 9, ""GETTABLE"": 4, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""CALL"": 3, ""EQ"": 3, ""JMP"": 4, ""RETURN"": 1}"
282	0.33.230	2	0x131b86f	0x131b964	245	10002_data03.o	8749	8757	17	5	0	2	0	0	"[[""tgr_cha"", 2], [""objGetSubType"", 1], [""objGetControl"", 1]]"	[]	"{""GETGLOBAL"": 4, ""CALL"": 2, ""EQ"": 2, ""JMP"": 2, ""LOADBOOL"": 3, ""RETURN"": 4}"
283	0.33.231	2	0x131b964	0x131bbc3	607	10002_data03.o	8759	8787	38	14	0	7	3	0	"[[""_template_data_0001"", 4], [""TriggerGetChaToPara"", 1], [""tgr_cha"", 1], [""TriggerSetTgrOnOff"", 1], [""_template_data_0000"", 1], [""tgr_SetPlayerCamera"", 1]]"	[]	"{""LOADK"": 9, ""GETGLOBAL"": 9, ""GETTABLE"": 4, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""CALL"": 3, ""EQ"": 3, ""JMP"": 4, ""RETURN"": 1}"
284	0.33.232	2	0x131bbc3	0x131bcb8	245	10002_data03.o	8801	8809	17	5	0	2	0	0	"[[""tgr_cha"", 2], [""objGetSubType"", 1], [""objGetControl"", 1]]"	[]	"{""GETGLOBAL"": 4, ""CALL"": 2, ""EQ"": 2, ""JMP"": 2, ""LOADBOOL"": 3, ""RETURN"": 4}"
285	0.33.233	2	0x131bcb8	0x131bf17	607	10002_data03.o	8811	8839	38	14	0	7	3	0	"[[""_template_data_0001"", 4], [""TriggerGetChaToPara"", 1], [""tgr_cha"", 1], [""TriggerSetTgrOnOff"", 1], [""_template_data_0000"", 1], [""tgr_SetPlayerCamera"", 1]]"	[]	"{""LOADK"": 9, ""GETGLOBAL"": 9, ""GETTABLE"": 4, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""CALL"": 3, ""EQ"": 3, ""JMP"": 4, ""RETURN"": 1}"
286	0.33.234	2	0x131bf17	0x131c00c	245	10002_data03.o	8853	8861	17	5	0	2	0	0	"[[""tgr_cha"", 2], [""objGetSubType"", 1], [""objGetControl"", 1]]"	[]	"{""GETGLOBAL"": 4, ""CALL"": 2, ""EQ"": 2, ""JMP"": 2, ""LOADBOOL"": 3, ""RETURN"": 4}"
287	0.33.235	2	0x131c00c	0x131c26b	607	10002_data03.o	8863	8891	38	14	0	7	3	0	"[[""_template_data_0001"", 4], [""TriggerGetChaToPara"", 1], [""tgr_cha"", 1], [""TriggerSetTgrOnOff"", 1], [""_template_data_0000"", 1], [""tgr_SetPlayerCamera"", 1]]"	[]	"{""LOADK"": 9, ""GETGLOBAL"": 9, ""GETTABLE"": 4, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""CALL"": 3, ""EQ"": 3, ""JMP"": 4, ""RETURN"": 1}"
288	0.33.236	2	0x131c26b	0x131c360	245	10002_data03.o	8905	8913	17	5	0	2	0	0	"[[""tgr_cha"", 2], [""objGetSubType"", 1], [""objGetControl"", 1]]"	[]	"{""GETGLOBAL"": 4, ""CALL"": 2, ""EQ"": 2, ""JMP"": 2, ""LOADBOOL"": 3, ""RETURN"": 4}"
289	0.33.237	2	0x131c360	0x131c5bf	607	10002_data03.o	8915	8943	38	14	0	7	3	0	"[[""_template_data_0001"", 4], [""TriggerGetChaToPara"", 1], [""tgr_cha"", 1], [""TriggerSetTgrOnOff"", 1], [""_template_data_0000"", 1], [""tgr_SetPlayerCamera"", 1]]"	[]	"{""LOADK"": 9, ""GETGLOBAL"": 9, ""GETTABLE"": 4, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""CALL"": 3, ""EQ"": 3, ""JMP"": 4, ""RETURN"": 1}"
290	0.33.238	2	0x131c5bf	0x131c6b4	245	10002_data03.o	8957	8965	17	5	0	2	0	0	"[[""tgr_cha"", 2], [""objGetSubType"", 1], [""objGetControl"", 1]]"	[]	"{""GETGLOBAL"": 4, ""CALL"": 2, ""EQ"": 2, ""JMP"": 2, ""LOADBOOL"": 3, ""RETURN"": 4}"
291	0.33.239	2	0x131c6b4	0x131c913	607	10002_data03.o	8967	8995	38	14	0	7	3	0	"[[""_template_data_0001"", 4], [""TriggerGetChaToPara"", 1], [""tgr_cha"", 1], [""TriggerSetTgrOnOff"", 1], [""_template_data_0000"", 1], [""tgr_SetPlayerCamera"", 1]]"	[]	"{""LOADK"": 9, ""GETGLOBAL"": 9, ""GETTABLE"": 4, ""MUL"": 2, ""ADD"": 2, ""SETTABLE"": 1, ""CALL"": 3, ""EQ"": 3, ""JMP"": 4, ""RETURN"": 1}"
292	0.33.240	2	0x131c913	0x131c953	64	10002_data03.o	9009	9011	3	0	0	2	0	0	[]	[]	"{""LOADBOOL"": 1, ""RETURN"": 2}"
293	0.33.241	2	0x131c953	0x131f653	11520	10002_data03.o	9013	9646	977	70	0	29	152	0	"[[""_template_data_0001"", 152], [""TriggerGetPropertyValue"", 40], [""table"", 8], [""objGetUniqueID"", 8]]"	[]	"{""GETGLOBAL"": 208, ""GETTABLE"": 112, ""CALL"": 56, ""LT"": 8, ""JMP"": 64, ""LOADK"": 168, ""MOVE"": 56, ""FORPREP"": 8, ""TEST"": 8, ""EQ"": 32, ""LE"": 8, ""SETTABLE"": 80, ""MUL"": 80, ""ADD"": 80, ""FORLOOP"": 8, ""RETURN"": 1}"
294	0.33.242	2	0x131f653	0x131f7ea	407	10002_data03.o	9660	9671	29	9	0	3	0	0	"[[""tgr_cha"", 3], [""objGetSubType"", 1], [""CONTROL_PLAYER"", 1], [""objGetControl"", 1], [""TriggerCheckChatypeID"", 1]]"	[]	"{""GETGLOBAL"": 7, ""CALL"": 3, ""EQ"": 2, ""JMP"": 3, ""LOADBOOL"": 4, ""RETURN"": 5, ""GETTABLE"": 2, ""LOADK"": 1, ""NOT"": 1, ""TEST"": 1}"
