va	rva	file_off	encoding	text
0x4b0915	0xb0915	0xb0915	ascii	cpu_speed_size
0x4b0924	0xb0924	0xb0924	ascii	cpu_speed
0x4b092e	0xb092e	0xb092e	ascii	processor_key
0x4b093c	0xb093c	0xb093c	ascii	key_name
0x4b0945	0xb0945	0xb0945	ascii	result_size
0x4b0951	0xb0951	0xb0951	ascii	system_info
0x4b0a4a	0xb0a4a	0xb0a4a	utf16le	橑謀豕橒
0x4b0b2a	0xb0b2a	0xb0b2a	utf16le	璴茀嫀桐
0x4b0b2f	0xb0b2f	0xb0b2f	ascii	ZPhX
0x4b0b98	0xb0b98	0xb0b98	utf16le	jjjjｪ
0x4b0ba6	0xb0ba6	0xb0ba6	ascii	H(Qj
0x4b0be6	0xb0be6	0xb0be6	utf16le	倀菨￙菿
0x4b0cd0	0xb0cd0	0xb0cd0	utf16le	譿櫴樀謀
0x4b0ce0	0xb0ce0	0xb0ce0	utf16le	凈ｪ喋诠
0x4b0ce8	0xb0ce8	0xb0ce8	ascii	B(Pj
0x4b0d10	0xb0d10	0xb0d10	utf16le	僸駨９菿
0x4b0d1c	0xb0d1c	0xb0d1c	utf16le	僔跨９菿
0x4b0ff6	0xb0ff6	0xb0ff6	ascii	XZ_^[
0x4b101e	0xb101e	0xb101e	utf16le	K楷彮摡牤獥彳畢彦楳敺
0x4b1020	0xb1020	0xb1020	ascii	win_address_buf_size
0x4b11c5	0xb11c5	0xb11c5	ascii	XZ_^[
0x4b11e0	0xb11e0	0xb11e0	utf16le	謀工跃I
0x4b11fc	0xb11fc	0xb11fc	ascii	osvi
0x4b1268	0xb1268	0xb1268	utf16le	分塨曗栀
0x4b13f4	0xb13f4	0xb13f4	utf16le	倀痨￑菿
0x4b141c	0xb141c	0xb141c	utf16le	莈衽甀謝
0x4b14fb	0xb14fb	0xb14fb	ascii	XZ_^[
0x4b150c	0xb150c	0xb150c	utf16le	謀工跃I
0x4b1562	0xb1562	0xb1562	utf16le	K獵牥祓瑳浥楔敭欀牥敮卬獹整呭浩e獵牥楔敭欀牥敮呬浩e硥瑩楔敭挀敲瑡呥浩e
0x4b1564	0xb1564	0xb1564	ascii	userSystemTime
0x4b1573	0xb1573	0xb1573	ascii	kernelSystemTime
0x4b1584	0xb1584	0xb1584	ascii	userTime
0x4b158d	0xb158d	0xb158d	ascii	kernelTime
0x4b1598	0xb1598	0xb1598	ascii	exitTime
0x4b15a1	0xb15a1	0xb15a1	ascii	createTime
0x4b1606	0xb1606	0xb1606	utf16le	曙＀逕斷
0x4b1752	0xb1752	0xb1752	utf16le	樀樀樀跿
0x4b17c6	0xb17c6	0xb17c6	utf16le	僿叨ￗ菿
0x4b1818	0xb1818	0xb1818	ascii	XZ_^[
0x4b1862	0xb1862	0xb1862	utf16le	K畢獦穩e慰桴琀歯湥
0x4b1864	0xb1864	0xb1864	ascii	bufsize
0x4b186c	0xb186c	0xb186c	ascii	path
0x4b1871	0xb1871	0xb1871	ascii	token
0x4b1910	0xb1910	0xb1910	utf16le	缂證櫴樂樀贀
0x4b1b0f	0xb1b0f	0xb1b0f	ascii	XZ_^[
0x4b1b20	0xb1b20	0xb1b20	utf16le	謀工跃I
0x4b1b46	0xb1b46	0xb1b46	utf16le	K捳敲湥扟晵敦彲湩潦栀湡汤e
0x4b1b48	0xb1b48	0xb1b48	ascii	screen_buffer_info
0x4b1b5b	0xb1b5b	0xb1b5b	ascii	handle
0x4b1dcc	0xb1dcc	0xb1dcc	utf16le	怅璴蔀痀昉
0x4b1ed0	0xb1ed0	0xb1ed0	utf16le	t%@琀
0x4b1fc8	0xb1fc8	0xb1fc8	ascii	u\rh+!K
0x4b2006	0xb2006	0xb2006	utf16le	倀揨ￅ菿
0x4b20a8	0xb20a8	0xb20a8	utf16le	藯瓀聗ﾽ
0x4b20b4	0xb20b4	0xb20b4	ascii	u\rh#!K
0x4b20f8	0xb20f8	0xb20f8	utf16le	僈燨ￄ菿
0x4b211a	0xb211a	0xb211a	ascii	alloc_cb
0x4b211a	0xb211a	0xb211a	utf16le	污潬彣扣爀慥彤扣昀慬獧
0x4b2123	0xb2123	0xb2123	ascii	read_cb
0x4b212b	0xb212b	0xb212b	ascii	flags
0x4b2193	0xb2193	0xb2193	ascii	XZ_^[
0x4b21a4	0xb21a4	0xb21a4	utf16le	謀工跃I
0x4b21be	0xb21be	0xb21be	utf16le	K敲畳瑬
0x4b21c0	0xb21c0	0xb21c0	ascii	result
0x4b226a	0xb226a	0xb226a	utf16le	謐名璴褀
0x4b2284	0xb2284	0xb2284	ascii	XZ_^[
0x4b22b0	0xb22b0	0xb22b0	ascii	info
0x4b22e4	0xb22e4	0xb22e4	utf16le	琎謜損璴茀
0x4b230e	0xb230e	0xb230e	utf16le	甁謜搕璴茀
0x4b2496	0xb2496	0xb2496	utf16le	紀謜損璴茀
0x4b24d2	0xb24d2	0xb24d2	utf16le	倀韨￀菿
0x4b255c	0xb255c	0xb255c	utf16le	儀喋謌邂
0x4b25ba	0xb25ba	0xb25ba	utf16le	琁謜搕璴茀
0x4b26b4	0xb26b4	0xb26b4	utf16le	t瓿謪跴
0x4b26be	0xb26be	0xb26be	utf16le	譐對璴儀
0x4b29a0	0xb29a0	0xb29a0	utf16le	讎櫴樀樀謈
0x4b29b6	0xb29b6	0xb29b6	utf16le	橒贂豅橐栀
0x4b2bde	0xb2bde	0xb2bde	utf16le	爈謟損璴脀
0x4b2c06	0xb2c06	0xb2c06	utf16le	譐聍譑璕
0x4b2e67	0xb2e67	0xb2e67	ascii	XZ_^[
0x4b2e78	0xb2e78	0xb2e78	utf16le	謀工跃I
0x4b2ece	0xb2ece	0xb2ece	utf16le	K瑶〱弰敬n瑵
0x4b2ed0	0xb2ed0	0xb2ed0	ascii	vt100_len
0x4b2eda	0xb2eda	0xb2eda	ascii	utf16_buffer
0x4b2ede	0xb2ede	0xb2ede	utf16le	弶畢晦牥椀普o畢f敲潣摲彳敲摡爀捥牯獤江晥t
0x4b2ee7	0xb2ee7	0xb2ee7	ascii	info
0x4b2ef0	0xb2ef0	0xb2ef0	ascii	records_read
0x4b2efd	0xb2efd	0xb2efd	ascii	records_left
0x4b2f5b	0xb2f5b	0xb2f5b	ascii	H,_^[
0x4b30c9	0xb30c9	0xb30c9	ascii	Php2K
0x4b318e	0xb318e	0xb318e	ascii	J<_^[
0x4b321d	0xb321d	0xb321d	ascii	;H(u
0x4b3258	0xb3258	0xb3258	ascii	H(_^[
0x4b32b2	0xb32b2	0xb32b2	utf16le	蔌瓀謜瀍璴茀
0x4b343c	0xb343c	0xb343c	utf16le	謀僴h 謀
0x4b3598	0xb3598	0xb3598	ascii	Ph`6K
0x4b363d	0xb363d	0xb363d	ascii	J<_^[
0x4b3754	0xb3754	0xb3754	utf16le	譐岍￪凿閍
0x4b3798	0xb3798	0xb3798	utf16le	赐梍￪凿j
0x4b381c	0xb381c	0xb381c	utf16le	诜袍￩觿
0x4b3876	0xb3876	0xb3876	ascii	XZ_^[
0x4b38b6	0xb38b6	0xb38b6	utf16le	K敲摡损慨獲甀晴
0x4b38b8	0xb38b8	0xb38b8	ascii	read_chars
0x4b38c3	0xb38c3	0xb38c3	ascii	utf16
0x4b48dd	0xb48dd	0xb48dd	ascii	""""""""""""""""""""""""""""""""""""""""""
0x4b48f9	0xb48f9	0xb48f9	ascii	"""""""""	\n"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
0x4b493a	0xb493a	0xb493a	ascii	""""""""""
0x4b4974	0xb4974	0xb4974	utf16le	琎謜簍璴茀
0x4b499e	0xb499e	0xb499e	utf16le	甁謜簕璴茀
0x4b4ad4	0xb4ad4	0xb4ad4	utf16le	紀謜簍璴茀
0x4b4b16	0xb4b16	0xb4b16	utf16le	倀叨ﾚ菿
0x4b4bb4	0xb4bb4	0xb4bb4	utf16le	眀謜簍璴茀
0x4b4c19	0xb4c19	0xb4c19	ascii	XZ_^[
0x4b4c74	0xb4c74	0xb4c74	utf16le	琎謜耍璴茀
0x4b4c9e	0xb4c9e	0xb4c9e	utf16le	甁謜耕璴茀
0x4b4e0a	0xb4e0a	0xb4e0a	utf16le	缀謜萍璴茀
0x4b4f74	0xb4f74	0xb4f74	utf16le	紀謜蠍璴茀
0x4b4fd2	0xb4fd2	0xb4fd2	utf16le	凨喋謈邂
0x4b5043	0xb5043	0xb5043	ascii	XZ_^[
0x4b5054	0xb5054	0xb5054	utf16le	謀工跃I
0x4b5078	0xb5078	0xb5078	utf16le	偼K牷瑩整n敲潣摲
0x4b507c	0xb507c	0xb507c	ascii	written
0x4b5084	0xb5084	0xb5084	ascii	record
0x4b50dc	0xb50dc	0xb50dc	utf16le	褁名璴茀倽璴＀
0x4b510c	0xb510c	0xb510c	utf16le	倍璴紀謖
0x4b51d4	0xb51d4	0xb51d4	utf16le	儈痨ￋ菿
0x4b525e	0xb525e	0xb525e	utf16le	琁謜谕璴茀
0x4b53bb	0xb53bb	0xb53bb	ascii	XZ_^[
0x4b53cc	0xb53cc	0xb53cc	utf16le	謀工跃I
0x4b53e4	0xb53e4	0xb53e4	utf16le	叨K牥潲r
0x4b53e8	0xb53e8	0xb53e8	ascii	error
0x4b54d0	0xb54d0	0xb54d0	utf16le	謏钅﾿菿
0x4b5640	0xb5640	0xb5640	utf16le	琛脎碽ﾾ鯿
0x4b569c	0xb569c	0xb569c	utf16le	褛碍ﾾ菿碽ﾾ
0x4b56bc	0xb56bc	0xb56bc	utf16le	＀蔤晬K藆
0x4b58da	0xb58da	0xb58da	utf16le	褊撅﾿臿撽﾿
0x4b5a2e	0xb5a2e	0xb5a2e	utf16le	襁碍ﾾ菿碽ﾾ
0x4b5a4e	0xb5a4e	0xb5a4e	utf16le	＀蔤曔K
0x4b5bd0	0xb5bd0	0xb5bd0	utf16le	謀碍ﾾ觿墍﾿诿
0x4b5be0	0xb5be0	0xb5be0	utf16le	橐樁樀謁墍﾿凿喋刈
0x4b5cec	0xb5cec	0xb5cec	utf16le	謀碍ﾾ觿
0x4b5d02	0xb5d02	0xb5d02	utf16le	﾿凿jj喋刈
0x4b5e1a	0xb5e1a	0xb5e1a	utf16le	謀碅ﾾ觿墅﾿诿
0x4b5e2a	0xb5e2a	0xb5e2a	utf16le	橐樁樀謀墍﾿凿喋刈
0x4b5f1a	0xb5f1a	0xb5f1a	utf16le	橑謀墕﾿勿
0x4b602e	0xb602e	0xb602e	utf16le	謀碍ﾾ觿
0x4b6056	0xb6056	0xb6056	utf16le	﾿凿喋刈
0x4b65ec	0xb65ec	0xb65ec	utf16le	范￈譒働
0x4b65ff	0xb65ff	0xb65ff	ascii	XZ_^[
0x4b6648	0xb6648	0xb6648	utf16le	晌K楦獲彴敺潲扟瑩戀晵甀晴
0x4b664c	0xb664c	0xb664c	ascii	first_zero_bit
0x4b665f	0xb665f	0xb665f	ascii	utf16_buf
0x4b6664	0xb6664	0xb6664	utf16le	扟晵贀I囦K圼K垏K囚K囄K囫K埢K
0x4b66d0	0xb66d0	0xb66d0	utf16le	贅I婖K嫥K孲K寿K岎K崛K嶪K幉K張K忐K憴K慍K恫K悵K愁K戙K
0x4b67d0	0xb67d0	0xb67d0	ascii	XZ_^[
0x4b67f8	0xb67f8	0xb67f8	utf16le	柼K牷瑩整n
0x4b67fc	0xb67fc	0xb67fc	ascii	written
0x4b68fc	0xb68fc	0xb68fc	ascii	XZ_^[
0x4b6930	0xb6930	0xb6930	utf16le	椴K潰s湩潦
0x4b6938	0xb6938	0xb6938	ascii	info
0x4b69ba	0xb69ba	0xb69ba	utf16le	t咍！喉
0x4b6a1f	0xb6a1f	0xb6a1f	ascii	XZ_^[
0x4b6a30	0xb6a30	0xb6a30	utf16le	謀工跃I
0x4b6a48	0xb6a48	0xb6a48	utf16le	橌K敲畳瑬
0x4b6a4c	0xb6a4c	0xb6a4c	ascii	result
0x4b6b90	0xb6b90	0xb6b90	utf16le	蔀瓀謮跴
0x4b6c1e	0xb6c1e	0xb6c1e	ascii	XZ_^[
0x4b6c5c	0xb6c5c	0xb6c5c	utf16le	池K牷瑩整n湩潦漀楲楧n
0x4b6c60	0xb6c60	0xb6c60	ascii	written
0x4b6c68	0xb6c68	0xb6c68	ascii	info
0x4b6c6d	0xb6c6d	0xb6c6d	ascii	origin
0x4b6d96	0xb6d96	0xb6d96	utf16le	譐遍詑碕
0x4b6da8	0xb6da8	0xb6da8	utf16le	凤喋刈跨
0x4b6e32	0xb6e32	0xb6e32	utf16le	蔀瓀謮跴
0x4b6eaa	0xb6eaa	0xb6eaa	ascii	XZ_^[
0x4b6eaa	0xb6eaa	0xb6eaa	utf16le	婘幟腛烄
0x4b6ef4	0xb6ef4	0xb6ef4	utf16le	滸K牷瑩整n湥d瑳牡t湩潦
0x4b6ef8	0xb6ef8	0xb6ef8	ascii	written
0x4b6f04	0xb6f04	0xb6f04	ascii	start
0x4b6f0a	0xb6f0a	0xb6f0a	ascii	info
0x4b7424	0xb7424	0xb7424	ascii	XZ_^[
0x4b7424	0xb7424	0xb7424	utf16le	婘幟腛糄
0x4b744c	0xb744c	0xb744c	utf16le	瑐K湩潦
0x4b7450	0xb7450	0xb7450	ascii	info
0x4b74c0	0xb74c0	0xb74c0	utf16le	褐茁￈濫
0x4b7546	0xb7546	0xb7546	ascii	XZ_^[
0x4b756c	0xb756c	0xb756c	utf16le	異K湩潦
0x4b7570	0xb7570	0xb7570	ascii	info
0x4b7642	0xb7642	0xb7642	utf16le	褐茁￈曫警
0x4b766e	0xb766e	0xb766e	utf16le	曑喉诘更
0x4b76bf	0xb76bf	0xb76bf	ascii	XZ_^[
0x4b76d0	0xb76d0	0xb76d0	utf16le	謀工跃I
0x4b76e8	0xb76e8	0xb76e8	utf16le	盬K湩潦
0x4b76ec	0xb76ec	0xb76ec	ascii	info
0x4b77a9	0xb77a9	0xb77a9	ascii	XZ_^[
0x4b77d0	0xb77d0	0xb77d0	utf16le	矔K畣獲牯楟普o譕臬
0x4b77d4	0xb77d4	0xb77d4	ascii	cursor_info
0x4b785a	0xb785a	0xb785a	ascii	XZ_^[
0x4b7880	0xb7880	0xb7880	utf16le	碄K牥潲r
0x4b7884	0xb7884	0xb7884	ascii	error
0x4b78b5	0xb78b5	0xb78b5	ascii	P0+Q4
0x4b7954	0xb7954	0xb7954	utf16le	紀謜逍璴茀
0x4b79fc	0xb79fc	0xb79fc	utf16le	僸淨ｫ菿
0x4b7a62	0xb7a62	0xb7a62	utf16le	眀謜逍璴茀
0x4b7aaa	0xb7aaa	0xb7aaa	utf16le	儈忨ﾴ菿
0x4b7b9a	0xb7b9a	0xb7b9a	utf16le	琁謜鐕璴茀
0x4b7d24	0xb7d24	0xb7d24	utf16le	紀謜頍璴茀
0x4b7e3e	0xb7e3e	0xb7e3e	utf16le	眀謜頍璴茀
0x4b7e86	0xb7e86	0xb7e86	utf16le	儈菨ﾰ菿
0x4b8122	0xb8122	0xb8122	ascii	PhH*
0x4b8161	0xb8161	0xb8161	ascii	H4;M
0x4b81a6	0xb81a6	0xb81a6	utf16le	橐樀謀梍
0x4b821b	0xb821b	0xb821b	ascii	XZ_^[
0x4b822c	0xb822c	0xb822c	utf16le	謀工跃I
0x4b8244	0xb8244	0xb8244	utf16le	艈K潬歯灵
0x4b8248	0xb8248	0xb8248	ascii	lookup
0x4b8305	0xb8305	0xb8305	ascii	P4;Q4}
0x4b8318	0xb8318	0xb8318	ascii	P4;Q4~
0x4b83d8	0xb83d8	0xb83d8	ascii	;Q8u
0x4b83fa	0xb83fa	0xb83fa	ascii	;Q<u
0x4b85a4	0xb85a4	0xb85a4	ascii	PhH*
0x4b85ba	0xb85ba	0xb85ba	utf16le	琈謜鰍璴茀
0x4b860a	0xb860a	0xb860a	utf16le	刑h曡栀
0x4b8726	0xb8726	0xb8726	ascii	H8;M
0x4b8753	0xb8753	0xb8753	ascii	H@;M
0x4b8792	0xb8792	0xb8792	ascii	Q8;U
0x4b882e	0xb882e	0xb882e	ascii	H8;M
0x4b88d3	0xb88d3	0xb88d3	ascii	H8;M
0x4b8958	0xb8958	0xb8958	ascii	;Q8u
0x4b8a85	0xb8a85	0xb8a85	ascii	;Q8u
0x4b8b5a	0xb8b5a	0xb8b5a	ascii	;Q8u
0x4b8c3a	0xb8c3a	0xb8c3a	ascii	;Q8u
0x4b8d67	0xb8d67	0xb8d67	ascii	;Q8u
0x4b8e3c	0xb8e3c	0xb8e3c	ascii	;Q8u
0x4b8f2a	0xb8f2a	0xb8f2a	utf16le	儗h曡栀
0x4b8f52	0xb8f52	0xb8f52	utf16le	ﾋ輓K輜K輚K輞K
0x4b8fc6	0xb8fc6	0xb8fc6	utf16le	個h曡栀
0x4b9000	0xb9000	0xb9000	utf16le	倏h曡栀
0x4b9114	0xb9114	0xb9114	ascii	;H4u
0x4b914e	0xb914e	0xb914e	utf16le	倗h曡栀
0x4b91bc	0xb91bc	0xb91bc	ascii	PhH*
0x4b91fa	0xb91fa	0xb91fa	utf16le	利h曡栀
0x4b940c	0xb940c	0xb940c	ascii	H<;M
0x4b9463	0xb9463	0xb9463	ascii	;Q8u
0x4b952d	0xb952d	0xb952d	ascii	;Q8u
0x4b95cf	0xb95cf	0xb95cf	ascii	H8;M
0x4b9626	0xb9626	0xb9626	ascii	;Q8u
0x4b96f0	0xb96f0	0xb96f0	ascii	;Q8u
0x4b97d6	0xb97d6	0xb97d6	utf16le	謀工郃鞳K鞾K鞺K韂K
0x4b98f4	0xb98f4	0xb98f4	utf16le	億h曡栀
0x4b9932	0xb9932	0xb9932	utf16le	倈h曡栀
0x4b994c	0xb994c	0xb994c	ascii	;H4u
0x4b9a1b	0xb9a1b	0xb9a1b	ascii	H,_^[
0x4b9b68	0xb9b68	0xb9b68	utf16le	刂h曡栀
0x4b9ecc	0xb9ecc	0xb9ecc	utf16le	几j喋勬
0x4b9f0a	0xb9f0a	0xb9f0a	utf16le	褀顅綃傘
0x4b9ff4	0xb9ff4	0xb9ff4	utf16le	儀痨ｅ菿
0x4ba2ea	0xba2ea	0xba2ea	utf16le	觿顅薋ｴ
0x4ba2fc	0xba2fc	0xba2fc	utf16le	菿聽琀謕
0x4ba378	0xba378	0xba378	utf16le	莌豽甦譀
0x4ba3f6	0xba3f6	0xba3f6	ascii	XZ_^[
0x4ba3f6	0xba3f6	0xba3f6	utf16le	婘幟腛峄
0x4ba436	0xba436	0xba436	utf16le	K湩牣浥湥慴彬祢整s景獦瑥_癯牥慬灰摥
0x4ba438	0xba438	0xba438	ascii	incremental_bytes
0x4ba44a	0xba44a	0xba44a	ascii	offset_
0x4ba452	0xba452	0xba452	ascii	overlapped
0x4ba638	0xba638	0xba638	utf16le	讌顅蔃ｴ
0x4ba6d2	0xba6d2	0xba6d2	utf16le	儀韨＾菿
0x4ba6f5	0xba6f5	0xba6f5	ascii	XZ_^[
0x4ba736	0xba736	0xba736	utf16le	K湩牣浥湥慴彬祢整s景獦瑥_癯牥慬灰摥
0x4ba738	0xba738	0xba738	ascii	incremental_bytes
0x4ba74a	0xba74a	0xba74a	ascii	offset_
0x4ba752	0xba752	0xba752	ascii	overlapped
0x4ba822	0xba822	0xba822	utf16le	樂樃樀标
0x4baa1a	0xbaa1a	0xbaa1a	utf16le	诿櫴樄质
0x4baa6a	0xbaa6a	0xbaa6a	utf16le	儀￨Ｚ菿
0x4baaf2	0xbaaf2	0xbaaf2	utf16le	儀矨Ｚ菿
0x4bab28	0xbab28	0xbab28	ascii	XZ_^[
0x4bab28	0xbab28	0xbab28	utf16le	婘幟腛磄
0x4bab76	0xbab76	0xbab76	utf16le	K慢楳c潩扳搀獩潰楳楴湯椀普o
0x4bab78	0xbab78	0xbab78	ascii	basic
0x4bab7e	0xbab7e	0xbab7e	ascii	iosb
0x4bab83	0xbab83	0xbab83	ascii	disposition
0x4bab8f	0xbab8f	0xbab8f	ascii	info
0x4bac08	0xbac08	0xbac08	utf16le	蔀痀茈￈
0x4bae6e	0xbae6e	0xbae6e	utf16le	茆峹捵薋
0x4baeea	0xbaeea	0xbaeea	utf16le	茀￈埫薋
0x4baf56	0xbaf56	0xbaf56	ascii	XZ_^[
0x4baf96	0xbaf96	0xbaf96	utf16le	K祢整s畢晦牥
0x4baf98	0xbaf98	0xbaf98	ascii	bytes
0x4baf9e	0xbaf9e	0xbaf9e	ascii	buffer
0x4bafd0	0xbafd0	0xbafd0	utf16le	jjjj
0x4bb242	0xbb242	0xbb242	utf16le	櫰樁樀贀
0x4bb53c	0xbb53c	0xbb53c	ascii	XZ_^[
0x4bb572	0xbb572	0xbb572	utf16le	Kv彨牣灹彴牰癯
0x4bb576	0xbb576	0xbb576	ascii	h_crypt_prov
0x4bb5f2	0xbb5f2	0xbb5f2	utf16le	樂樃樀标
0x4bb622	0xbb622	0xbb622	utf16le	謀櫴樁樀樀栁
0x4bb63c	0xbb63c	0xbb63c	utf16le	橑樀樀謀
0x4bb672	0xbb672	0xbb672	utf16le	￟觿鲅￟
0x4bb68c	0xbb68c	0xbb68c	utf16le	邅￟觿鲅￟诿鲅￟觿蒅￟诿蒅￟诿褈邍￟诿蒅￟诿
0x4bb6c8	0xbb6c8	0xbb6c8	utf16le	甁謔蒅￟
0x4bb6f4	0xbb6f4	0xbb6f4	utf16le	甮謔蒅￟
0x4bb70a	0xbb70a	0xbb70a	utf16le	謀櫴樀樀樀謀沅￟僿趋
0x4bb75e	0xbb75e	0xbb75e	utf16le	曣褀肅￞
0x4bb806	0xbb806	0xbb806	utf16le	譐碍￟菿
0x4bb810	0xbb810	0xbb810	utf16le	譑沕￟勿薋
0x4bb84e	0xbb84e	0xbb84e	utf16le	謀蒅￟诿
0x4bb85a	0xbb85a	0xbb85a	utf16le	瑀謎碅￟
0x4bb86a	0xbb86a	0xbb86a	utf16le	譇蒅￟诿
0x4bb8be	0xbb8be	0xbb8be	utf16le	诿櫴樀樀樀栁
0x4bb8d8	0xbb8d8	0xbb8d8	utf16le	橑樀樀謀
0x4bb9fa	0xbb9fa	0xbb9fa	utf16le	儀濨Ｋ菿
0x4bbaa5	0xbbaa5	0xbbaa5	ascii	XZ_^
0x4bbada	0xbbada	0xbbada	utf16le	K畢晦牥椀獯b
0x4bbadc	0xbbadc	0xbbadc	ascii	buffer
0x4bbae3	0xbbae3	0xbbae3	ascii	iosb
0x4bbbe6	0xbbbe6	0xbbbe6	utf16le	儌喋刈迨
0x4bbcbb	0xbbcbb	0xbbcbb	ascii	@H_^[
0x4bbd44	0xbbd44	0xbbd44	utf16le	琀證櫴樀樀诿
0x4bbe02	0xbbe02	0xbbe02	ascii	u\rhu
0x4bbfd0	0xbbfd0	0xbbfd0	ascii	u\rhu
0x4bbffa	0xbbffa	0xbbffa	ascii	u\rhu
0x4bc01c	0xbc01c	0xbc01c	utf16le	璴茀壂桒
0x4bc070	0xbc070	0xbc070	utf16le	謀工烃瑡彨敬n
0x4bc075	0xbc075	0xbc075	ascii	path_len
0x4bc0fc	0xbc0fc	0xbc0fc	ascii	HD_^[
0x4bc306	0xbc306	0xbc306	utf16le	僸叨￤菿
0x4bc39e	0xbc39e	0xbc39e	utf16le	僸寨#茀
0x4bc3ac	0xbc3ac	0xbc3ac	utf16le	曥蔀瓀謜
0x4bc4fc	0xbc4fc	0xbc4fc	utf16le	警昂薉Ｊ
0x4bc7d0	0xbc7d0	0xbc7d0	utf16le	甃謰说撅
0x4bc85a	0xbc85a	0xbc85a	utf16le	蔌瓀茈￈
0x4bc8fa	0xbc8fa	0xbc8fa	utf16le	傉謌顅-
0x4bc90e	0xbc90e	0xbc90e	utf16le	j聨颖儀
0x4bc91c	0xbc91c	0xbc91c	utf16le	喋褌恂疋膘
0x4bc936	0xbc936	0xbc936	utf16le	謌恀檙栀隀
0x4bc94f	0xbc94f	0xbc94f	ascii	jdWV
0x4bc970	0xbc970	0xbc970	utf16le	鶱樁栀隀
0x4bc99e	0xbc99e	0xbc99e	utf16le	饰j聨颖刀
0x4bc9b4	0xbc9b4	0xbc9b4	ascii	jdWV
0x4bc9d8	0xbc9d8	0xbc9d8	utf16le	j聨颖儀
0x4bc9e6	0xbc9e6	0xbc9e6	utf16le	喋褌桂疋膠
0x4bca00	0xbca00	0xbca00	utf16le	謌桀檙栀隀
0x4bca19	0xbca19	0xbca19	ascii	jdWV
0x4bca3a	0xbca3a	0xbca3a	utf16le	鶱樁栀隀
0x4bca68	0xbca68	0xbca68	utf16le	饸j聨颖刀
0x4bca7e	0xbca7e	0xbca7e	ascii	jdWV
0x4bcb3b	0xbcb3b	0xbcb3b	ascii	XZ_^[
0x4bcb86	0xbcb86	0xbcb86	utf16le	K潩獟慴畴s潶畬敭楟普o楦敬楟普o
0x4bcb88	0xbcb88	0xbcb88	ascii	io_status
0x4bcb92	0xbcb92	0xbcb92	ascii	volume_info
0x4bcb9e	0xbcb9e	0xbcb9e	ascii	file_info
0x4bceca	0xbceca	0xbceca	utf16le	儀鿨６菿
0x4bcf0a	0xbcf0a	0xbcf0a	utf16le	儀忨６菿
0x4bcfce	0xbcfce	0xbcfce	utf16le	僸诨ￔ菿
0x4bd0a0	0xbd0a0	0xbd0a0	ascii	XZ_^[
0x4bd0d6	0xbd0d6	0xbd0d6	utf16le	K潥彦湩潦椀彯瑳瑡獵
0x4bd0d8	0xbd0d8	0xbd0d8	ascii	eof_info
0x4bd0e1	0xbd0e1	0xbd0e1	ascii	io_status
0x4bd196	0xbd196	0xbd196	utf16le	莄葽甀栌
0x4bd4de	0xbd4de	0xbd4de	utf16le	僸篨ￏ菿
0x4bd4ea	0xbd4ea	0xbd4ea	utf16le	诬櫴樄质
0x4bd574	0xbd574	0xbd574	utf16le	诀櫴樄质
0x4bd5f0	0xbd5f0	0xbd5f0	ascii	XZ_^[
0x4bd626	0xbd626	0xbd626	utf16le	K楦敬楟普o潩獟慴畴s
0x4bd628	0xbd628	0xbd628	ascii	file_info
0x4bd632	0xbd632	0xbd632	ascii	io_status
0x4bd666	0xbd666	0xbd666	utf16le	樂樃樀标
0x4bd7a6	0xbd7a6	0xbd7a6	utf16le	j聨颖刀
0x4bd834	0xbd834	0xbd834	utf16le	凴j喋刈
0x4bd848	0xbd848	0xbd848	utf16le	蔀痀茅￈
0x4bd863	0xbd863	0xbd863	ascii	XZ_^[
0x4bd874	0xbd874	0xbd874	utf16le	謀工跃I
0x4bd89a	0xbd89a	0xbd89a	utf16le	K楦敬楴敭浟昀汩瑥浩彥a
0x4bd89c	0xbd89c	0xbd89c	ascii	filetime_m
0x4bd8a7	0xbd8a7	0xbd8a7	ascii	filetime_a
0x4bdd8e	0xbdd8e	0xbdd8e	utf16le	覌豅藇｜
0x4bde3a	0xbde3a	0xbde3a	utf16le	褁豕藇｜
0x4bdeae	0xbdeae	0xbdeae	utf16le	謊豅趋ｄ
0x4bdf5e	0xbdf5e	0xbdf5e	utf16le	琀謢豅趋ｄ
0x4bdf82	0xbdf82	0xbdf82	utf16le	謀豅趋ｄ
0x4bdfd4	0xbdfd4	0xbdfd4	utf16le	褁豕薋ｴ
0x4be21e	0xbe21e	0xbe21e	ascii	XZ_^[
0x4be21e	0xbe21e	0xbe21e	utf16le	婘幟腛郄
0x4be246	0xbe246	0xbe246	utf16le	K祢整s
0x4be248	0xbe248	0xbe248	ascii	bytes
0x4be276	0xbe276	0xbe276	utf16le	樂樃樀樀謀
0x4be574	0xbe574	0xbe574	utf16le	謀櫴樀樀謀
0x4be67a	0xbe67a	0xbe67a	utf16le	謄櫴＆簕斶
0x4be8d9	0xbe8d9	0xbe8d9	ascii	@H_^[
0x4be925	0xbe925	0xbe925	ascii	E$Pj
0x4bea34	0xbea34	0xbea34	utf16le	倌嗨ﾷ菿
0x4bea42	0xbea42	0xbea42	ascii	@H_^[
